CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,0,7,1,5,240,0,37,92,0.402,10,33,0.303,27,29,0.931,17,33,57,24,19,12,11,2,111,57.0,111.0,0,0.5545454545454546,2.0,2024-25,2024-12-12 00:00:00,22401207
San Antonio,Spurs,1610612759,1,0,1,0,0,0,0,13,1,5,240,0,42,93,0.452,12,39,0.308,25,31,0.806,16,39,68,27,18,7,13,11,121,68.0,121.0,0,0.5897435897435898,5.0,2024-25,2024-12-08 00:00:00,22400354
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,6,1,5,240,0,43,99,0.434,13,38,0.342,17,21,0.81,13,30,49,26,21,9,8,8,116,49.0,116.0,0,0.575,-5.0,2024-25,2024-12-08 00:00:00,22400354
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,5,1,5,240,0,38,79,0.481,11,37,0.297,22,27,0.815,8,27,40,25,20,15,18,6,109,40.0,109.0,0,0.5526315789473685,-10.0,2024-25,2024-12-07 00:00:00,22400342
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,2,5,1,5,240,0,45,85,0.529,12,32,0.375,17,21,0.81,10,35,50,27,24,13,20,3,119,50.0,119.0,0,0.5901639344262295,10.0,2024-25,2024-12-07 00:00:00,22400342
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,5,1,5,240,0,47,95,0.495,14,36,0.389,18,25,0.72,12,32,49,23,24,13,13,4,126,49.0,126.0,0,0.5882352941176471,2.0,2024-25,2024-12-05 00:00:00,22400330
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,0,7,1,5,240,0,43,85,0.506,17,45,0.378,21,26,0.808,10,36,53,32,15,10,17,3,124,53.0,124.0,0,0.6048387096774194,-2.0,2024-25,2024-12-05 00:00:00,22400330
New York,Knicks,1610612752,1,0,1,0,0,0,0,8,1,5,240,0,42,92,0.457,20,45,0.444,14,16,0.875,14,46,68,30,14,10,17,9,118,68.0,118.0,0,0.576,33.0,2024-25,2024-12-01 00:00:00,22400308
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,7,1,5,240,0,35,94,0.372,4,27,0.148,11,17,0.647,13,29,49,20,19,14,14,9,85,49.0,85.0,0,0.4782608695652174,-33.0,2024-25,2024-12-01 00:00:00,22400308
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,6,1,5,240,0,47,96,0.49,12,41,0.293,14,17,0.824,14,37,57,36,22,9,16,5,120,57.0,120.0,0,0.6194029850746269,11.0,2024-25,2024-11-29 00:00:00,22400042
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,8,1,5,240,0,38,91,0.418,9,29,0.31,24,30,0.8,14,32,54,16,17,9,15,7,109,54.0,109.0,0,0.5,-11.0,2024-25,2024-11-29 00:00:00,22400042
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,2,12,1,5,240,0,36,93,0.387,11,35,0.314,10,16,0.625,10,37,59,24,16,12,17,4,93,59.0,93.0,0,0.4838709677419355,-26.0,2024-25,2024-11-27 00:00:00,22400295
OPPONENTS, Raptors,1610612761,1,0,0,0,1,0,1,8,1,5,240,0,47,95,0.495,21,52,0.404,4,12,0.333,12,40,60,38,16,11,16,4,119,60.0,119.0,0,0.6204379562043796,26.0,2024-25,2024-11-27 00:00:00,22400295
Indiana,Pacers,1610612754,1,0,1,0,0,0,2,9,1,5,240,0,43,91,0.473,17,47,0.362,11,16,0.688,7,34,50,30,16,10,15,2,114,50.0,114.0,0,0.5658914728682171,4.0,2024-25,2024-11-25 00:00:00,22400279
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,9,1,5,240,0,45,87,0.517,9,33,0.273,11,19,0.579,8,36,53,35,16,9,15,3,110,53.0,110.0,0,0.6201550387596899,-4.0,2024-25,2024-11-25 00:00:00,22400279
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,1,9,1,5,240,0,41,92,0.446,12,39,0.308,14,22,0.636,13,30,52,28,25,10,10,9,108,52.0,108.0,0,0.5897435897435898,-4.0,2024-25,2024-11-22 00:00:00,22400032
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,1,10,1,5,240,0,39,87,0.448,12,37,0.324,22,29,0.759,14,38,62,27,19,5,17,5,112,62.0,112.0,0,0.5641025641025641,4.0,2024-25,2024-11-22 00:00:00,22400032
Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,12,1,5,240,0,49,94,0.521,14,31,0.452,20,25,0.8,14,34,60,26,15,12,12,7,132,60.0,132.0,0,0.635593220338983,41.0,2024-25,2024-11-19 00:00:00,22400024
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,3,1,5,240,0,31,78,0.397,11,32,0.344,18,21,0.857,7,30,40,19,22,9,21,4,91,40.0,91.0,0,0.4504504504504504,-41.0,2024-25,2024-11-19 00:00:00,22400024
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,6,1,5,240,0,35,83,0.422,11,29,0.379,18,23,0.783,18,32,56,24,19,7,17,4,99,56.0,99.0,0,0.5566037735849056,-5.0,2024-25,2024-11-16 00:00:00,22400231
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,8,1,5,240,0,39,89,0.438,12,40,0.3,14,18,0.778,17,26,51,24,14,10,11,3,104,51.0,104.0,0,0.5887850467289719,5.0,2024-25,2024-11-16 00:00:00,22400231
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,2,1,5,240,0,37,87,0.425,11,35,0.314,16,18,0.889,17,39,58,21,13,4,15,5,101,58.0,101.0,0,0.5471698113207547,7.0,2024-25,2024-11-15 00:00:00,22400017
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,7,1,5,240,0,37,87,0.425,10,37,0.27,10,11,0.909,5,33,45,26,16,10,8,1,94,45.0,94.0,0,0.5431034482758621,-7.0,2024-25,2024-11-15 00:00:00,22400017
Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,2,9,1,5,240,0,39,88,0.443,15,39,0.385,13,16,0.813,5,26,40,20,17,16,7,7,106,40.0,106.0,0,0.5363636363636364,18.0,2024-25,2024-11-13 00:00:00,22400221
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,12,1,5,240,0,34,86,0.395,9,37,0.243,11,17,0.647,21,37,70,21,15,3,24,4,88,70.0,88.0,0,0.5,-18.0,2024-25,2024-11-13 00:00:00,22400221
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,1,5,1,5,240,0,42,94,0.447,10,30,0.333,11,12,0.917,14,31,50,31,15,13,11,4,105,50.0,105.0,0,0.5983606557377049,-2.0,2024-25,2024-11-11 00:00:00,22400214
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,1,8,1,5,240,0,36,84,0.429,19,42,0.452,16,19,0.842,14,32,54,24,14,4,17,5,107,54.0,107.0,0,0.5405405405405406,2.0,2024-25,2024-11-11 00:00:00,22400214
Orlando,Magic,1610612753,1,0,1,0,0,0,2,15,1,5,240,0,45,86,0.523,8,32,0.25,17,21,0.81,11,32,58,28,14,9,15,8,115,58.0,115.0,0,0.6186440677966102,27.0,2024-25,2024-11-08 00:00:00,22400186
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,11,1,5,240,0,32,84,0.381,10,31,0.323,14,17,0.824,6,25,42,18,19,10,16,1,88,42.0,88.0,0,0.4464285714285714,-27.0,2024-25,2024-11-08 00:00:00,22400186
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,4,11,1,5,240,0,38,84,0.452,10,35,0.286,14,16,0.875,10,24,45,24,20,5,16,3,100,45.0,100.0,0,0.543859649122807,-18.0,2024-25,2024-11-04 00:00:00,22400164
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,1,11,1,5,240,0,46,84,0.548,10,29,0.345,16,24,0.667,11,27,49,21,15,10,12,5,118,49.0,118.0,0,0.6320754716981132,18.0,2024-25,2024-11-04 00:00:00,22400164
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,2,8,1,5,240,0,49,101,0.485,12,31,0.387,15,19,0.789,15,31,54,28,15,8,8,4,125,54.0,125.0,0,0.6311475409836066,7.0,2024-25,2024-11-01 00:00:00,22400138
OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,0,9,1,5,240,0,46,89,0.517,16,38,0.421,10,13,0.769,6,33,48,35,21,3,14,3,118,48.0,118.0,1,0.6136363636363636,-7.0,2024-25,2024-11-01 00:00:00,22400138
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,15,1,5,240,0,41,87,0.471,13,38,0.342,9,13,0.692,13,29,57,32,22,5,14,9,104,57.0,104.0,0,0.6083333333333333,15.0,2024-25,2024-10-30 00:00:00,22400126
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,9,1,5,240,0,33,90,0.367,11,36,0.306,12,20,0.6,18,31,58,24,17,7,15,6,89,58.0,89.0,0,0.5135135135135135,-15.0,2024-25,2024-10-30 00:00:00,22400126
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,9,1,5,240,0,46,97,0.474,21,46,0.457,11,13,0.846,11,23,43,34,20,15,8,9,124,43.0,124.0,0,0.625,18.0,2024-25,2024-10-29 00:00:00,22400116
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,7,1,5,240,0,40,74,0.541,9,22,0.409,17,24,0.708,9,35,51,23,13,4,24,6,106,51.0,106.0,0,0.5625,-18.0,2024-25,2024-10-29 00:00:00,22400116
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,0,11,1,5,240,0,43,93,0.462,14,35,0.4,25,32,0.781,22,29,62,25,21,9,16,8,125,62.0,125.0,0,0.6071428571428571,22.0,2024-25,2024-10-27 00:00:00,22400099
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,2,11,1,5,240,0,38,88,0.432,8,29,0.276,19,24,0.792,15,24,50,24,22,9,17,8,103,50.0,103.0,0,0.543859649122807,-22.0,2024-25,2024-10-27 00:00:00,22400099
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,1,11,1,5,240,0,37,90,0.411,13,37,0.351,16,20,0.8,10,38,59,26,22,7,20,11,103,59.0,103.0,0,0.5,-2.0,2024-25,2024-10-25 00:00:00,22400086
OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,0,14,1,5,240,0,36,86,0.419,12,32,0.375,21,31,0.677,11,33,58,25,22,12,14,8,105,58.0,105.0,0,0.5350877192982456,2.0,2024-25,2024-10-25 00:00:00,22400086
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,11,1,5,240,0,45,97,0.464,14,37,0.378,19,21,0.905,7,35,53,29,17,15,12,10,123,53.0,123.0,0,0.5648854961832062,12.0,2024-25,2024-10-23 00:00:00,22400069
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,6,1,5,240,0,42,86,0.488,10,34,0.294,17,25,0.68,9,38,53,26,16,4,21,2,111,53.0,111.0,0,0.5483870967741935,-12.0,2024-25,2024-10-23 00:00:00,22400069
Philadelphia,76ers,1610612755,0,1,0,1,0,0,1,6,1,5,240,0,36,94,0.383,12,44,0.273,18,21,0.857,10,38,54,20,15,7,15,6,102,54.0,102.0,0,0.4705882352941176,-20.0,2024-25,2025-04-13 00:00:00,22401191
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,9,1,5,240,0,47,103,0.456,13,40,0.325,15,20,0.75,15,44,68,29,17,10,13,4,122,68.0,122.0,0,0.5846153846153846,20.0,2024-25,2025-04-13 00:00:00,22401191
Chicago,Bulls,1610612741,1,0,1,0,0,0,1,4,1,5,240,0,43,93,0.462,13,41,0.317,20,22,0.909,13,41,58,32,13,8,13,7,119,58.0,119.0,0,0.6,30.0,2024-25,2025-04-11 00:00:00,22401176
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,2,12,1,5,240,0,35,91,0.385,10,41,0.244,9,12,0.75,8,33,53,26,16,7,18,5,89,53.0,89.0,0,0.4803149606299212,-30.0,2024-25,2025-04-11 00:00:00,22401176
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,1,1,5,240,0,46,89,0.517,14,37,0.378,13,13,1.0,10,36,47,33,14,8,16,7,119,47.0,119.0,0,0.6171875,8.0,2024-25,2025-04-09 00:00:00,22401160
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,0,11,1,5,240,0,44,92,0.478,12,33,0.364,11,17,0.647,11,28,50,28,10,11,13,3,111,50.0,111.0,0,0.5901639344262295,-8.0,2024-25,2025-04-09 00:00:00,22401160
Charlotte,Hornets,1610612766,0,1,0,1,0,0,2,11,1,5,240,0,41,85,0.482,8,30,0.267,27,34,0.794,9,31,51,25,22,7,14,2,117,51.0,117.0,0,0.5739130434782609,-14.0,2024-25,2025-04-06 00:00:00,22401133
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,5,1,5,240,0,46,86,0.535,16,36,0.444,23,29,0.793,9,32,46,26,23,8,13,1,131,46.0,131.0,0,0.6206896551724138,14.0,2024-25,2025-04-06 00:00:00,22401133
Chicago,Bulls,1610612741,1,0,1,0,0,0,1,6,1,5,240,0,41,87,0.471,10,27,0.37,26,31,0.839,11,50,67,25,16,2,18,8,118,67.0,118.0,0,0.5546218487394958,5.0,2024-25,2025-04-04 00:00:00,22401122
OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,0,5,1,5,240,0,44,115,0.383,11,42,0.262,14,18,0.778,19,35,59,23,21,7,5,5,113,59.0,113.0,0,0.5403225806451613,-5.0,2024-25,2025-04-04 00:00:00,22401122
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,6,1,5,240,0,50,88,0.568,14,34,0.412,23,27,0.852,10,39,55,36,9,10,12,2,137,55.0,137.0,0,0.6825396825396826,19.0,2024-25,2025-04-01 00:00:00,22401099
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,6,1,5,240,0,44,97,0.454,20,45,0.444,10,11,0.909,9,26,41,35,20,7,12,3,118,41.0,118.0,0,0.5851851851851851,-19.0,2024-25,2025-04-01 00:00:00,22401099
Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,0,11,1,5,240,0,52,98,0.531,23,43,0.535,18,23,0.783,9,35,55,39,16,11,14,6,145,55.0,145.0,0,0.6408450704225352,28.0,2024-25,2025-03-31 00:00:00,22401094
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,10,1,5,240,0,44,98,0.449,16,51,0.314,13,16,0.813,10,33,53,29,16,7,20,7,117,53.0,117.0,0,0.5328467153284672,-28.0,2024-25,2025-03-31 00:00:00,22401094
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,10,1,5,240,0,43,91,0.473,14,33,0.424,19,24,0.792,12,44,66,31,17,4,19,3,119,66.0,119.0,0,0.5736434108527132,-1.0,2024-25,2025-03-29 00:00:00,22401077
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,4,1,5,240,0,47,101,0.465,9,30,0.3,17,21,0.81,8,33,45,28,18,9,6,8,120,45.0,120.0,0,0.5905511811023622,1.0,2024-25,2025-03-29 00:00:00,22401077
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,10,1,5,240,0,43,92,0.467,19,44,0.432,14,22,0.636,11,37,58,33,15,4,15,2,119,58.0,119.0,0,0.5891472868217055,2.0,2024-25,2025-03-27 00:00:00,22401063
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,0,8,1,5,240,0,45,91,0.495,12,41,0.293,15,18,0.833,6,34,48,30,19,8,11,7,117,48.0,117.0,0,0.5952380952380952,-2.0,2024-25,2025-03-27 00:00:00,22401063
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,9,1,5,240,0,46,97,0.474,11,36,0.306,16,24,0.667,17,35,61,34,16,5,12,9,119,61.0,119.0,0,0.6349206349206349,-10.0,2024-25,2025-03-24 00:00:00,22401042
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,5,1,5,240,0,45,91,0.495,17,39,0.436,22,26,0.846,12,31,48,31,17,8,10,5,129,48.0,129.0,0,0.6333333333333333,10.0,2024-25,2025-03-24 00:00:00,22401042
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,10,1,5,240,0,41,85,0.482,17,41,0.415,16,22,0.727,9,26,45,23,16,8,21,1,115,45.0,115.0,0,0.5333333333333333,-31.0,2024-25,2025-03-22 00:00:00,22401028
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,8,1,5,240,0,56,96,0.583,19,41,0.463,15,20,0.75,10,32,50,41,16,17,10,5,146,50.0,146.0,0,0.708029197080292,31.0,2024-25,2025-03-22 00:00:00,22401028
Sacramento,Kings,1610612758,0,1,0,1,0,0,1,6,1,5,240,0,41,86,0.477,15,39,0.385,19,23,0.826,9,27,42,27,22,4,12,5,116,42.0,116.0,0,0.5862068965517241,-12.0,2024-25,2025-03-20 00:00:00,22401013
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,11,1,5,240,0,45,86,0.523,15,35,0.429,23,26,0.885,12,28,51,32,19,9,14,2,128,51.0,128.0,0,0.6416666666666667,12.0,2024-25,2025-03-20 00:00:00,22401013
Phoenix,Suns,1610612756,1,0,1,0,0,0,0,7,1,5,240,0,47,96,0.49,15,40,0.375,18,20,0.9,13,33,53,34,13,9,11,6,127,53.0,127.0,0,0.6328125,6.0,2024-25,2025-03-19 00:00:00,22401007
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,3,1,5,240,0,49,90,0.544,15,38,0.395,8,12,0.667,8,32,43,29,19,7,13,8,121,43.0,121.0,0,0.6290322580645161,-6.0,2024-25,2025-03-19 00:00:00,22401007
Utah,Jazz,1610612762,0,1,0,1,0,0,0,7,1,5,240,0,35,86,0.407,9,42,0.214,18,22,0.818,4,44,55,20,19,4,17,4,97,55.0,97.0,0,0.4621848739495798,-14.0,2024-25,2025-03-17 00:00:00,22400989
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,9,1,5,240,0,42,97,0.433,14,45,0.311,13,16,0.813,9,40,58,29,14,12,11,3,111,58.0,111.0,0,0.5546875,14.0,2024-25,2025-03-17 00:00:00,22400989
Houston,Rockets,1610612745,1,0,1,0,0,0,3,17,1,5,240,0,44,98,0.449,14,44,0.318,15,26,0.577,16,38,71,24,18,4,14,6,117,71.0,117.0,0,0.5666666666666667,3.0,2024-25,2025-03-15 00:00:00,22400970
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,10,1,5,240,0,43,93,0.462,14,38,0.368,14,16,0.875,5,31,46,24,23,6,11,5,114,46.0,114.0,0,0.5447154471544715,-3.0,2024-25,2025-03-15 00:00:00,22400970
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,3,1,5,240,0,41,90,0.456,11,37,0.297,23,26,0.885,13,34,50,24,16,8,8,4,116,50.0,116.0,0,0.5963302752293578,6.0,2024-25,2025-03-13 00:00:00,22400956
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,10,1,5,240,0,43,96,0.448,11,34,0.324,13,18,0.722,15,35,60,32,26,6,9,7,110,60.0,110.0,1,0.6147540983606558,-6.0,2024-25,2025-03-13 00:00:00,22400956
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,9,1,5,240,0,49,98,0.5,12,33,0.364,11,14,0.786,10,46,65,30,19,4,18,6,121,65.0,121.0,0,0.5808823529411765,18.0,2024-25,2025-03-10 00:00:00,22400933
OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,1,15,1,5,240,0,40,101,0.396,10,40,0.25,13,19,0.684,8,31,54,30,13,14,10,4,103,54.0,103.0,0,0.5263157894736842,-18.0,2024-25,2025-03-10 00:00:00,22400933
Miami,Heat,1610612748,0,1,0,1,0,0,0,12,1,5,240,0,41,97,0.423,13,43,0.302,14,19,0.737,7,37,56,25,17,7,9,5,109,56.0,109.0,0,0.532258064516129,-5.0,2024-25,2025-03-08 00:00:00,22400916
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,5,1,5,240,0,40,88,0.455,11,42,0.262,23,26,0.885,5,46,56,27,14,6,10,4,114,56.0,114.0,0,0.5583333333333333,5.0,2024-25,2025-03-08 00:00:00,22400916
Orlando,Magic,1610612753,0,1,0,1,0,0,0,12,1,5,240,0,40,87,0.46,9,33,0.273,34,40,0.85,9,24,45,26,21,10,12,5,123,45.0,123.0,0,0.5689655172413793,-2.0,2024-25,2025-03-06 00:00:00,22400944
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,9,1,5,240,0,43,86,0.5,15,40,0.375,24,30,0.8,13,35,57,25,31,5,19,7,125,57.0,125.0,2,0.5811965811965812,2.0,2024-25,2025-03-06 00:00:00,22400944
Indiana,Pacers,1610612754,1,0,1,0,0,0,2,7,1,5,240,0,48,87,0.552,19,44,0.432,12,18,0.667,5,31,43,34,16,7,12,4,127,43.0,127.0,0,0.640625,15.0,2024-25,2025-03-02 00:00:00,22400868
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,8,1,5,240,0,44,88,0.5,10,33,0.303,14,18,0.778,12,30,50,24,17,6,14,4,112,50.0,112.0,0,0.5964912280701754,-15.0,2024-25,2025-03-02 00:00:00,22400868
Chicago,Bulls,1610612741,1,0,1,0,0,0,4,15,1,5,265,0,45,101,0.446,13,49,0.265,22,25,0.88,10,35,60,32,16,11,15,4,125,60.0,125.0,0,0.5579710144927537,10.0,2024-25,2025-02-28 00:00:00,22400855
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,3,12,1,5,265,0,43,103,0.417,13,37,0.351,16,20,0.8,16,35,63,30,21,4,17,3,115,63.0,115.0,1,0.5447761194029851,-10.0,2024-25,2025-02-28 00:00:00,22400855
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,7,1,5,240,0,46,94,0.489,19,42,0.452,6,11,0.545,15,26,48,35,12,9,17,1,117,48.0,117.0,0,0.6183206106870229,-5.0,2024-25,2025-02-26 00:00:00,22400842
OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,0,4,1,5,240,0,44,85,0.518,19,37,0.514,15,17,0.882,11,33,48,33,16,9,15,10,122,48.0,122.0,0,0.6311475409836066,5.0,2024-25,2025-02-26 00:00:00,22400842
Philadelphia,76ers,1610612755,0,1,0,1,0,0,1,9,1,5,240,0,37,95,0.389,10,40,0.25,26,29,0.897,15,32,56,19,23,11,17,5,110,56.0,110.0,0,0.4827586206896552,-32.0,2024-25,2025-02-24 00:00:00,22400823
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,7,1,5,240,0,45,89,0.506,18,40,0.45,34,36,0.944,10,34,51,32,19,11,15,6,142,51.0,142.0,0,0.6111111111111112,32.0,2024-25,2025-02-24 00:00:00,22400823
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,4,1,5,240,0,41,98,0.418,18,53,0.34,17,17,1.0,11,34,49,29,21,9,9,4,117,49.0,117.0,1,0.56,-4.0,2024-25,2025-02-22 00:00:00,22400806
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,8,1,5,240,0,43,89,0.483,10,30,0.333,25,28,0.893,8,41,57,29,11,7,11,3,121,57.0,121.0,0,0.5950413223140496,4.0,2024-25,2025-02-22 00:00:00,22400806
New York,Knicks,1610612752,1,0,1,0,0,0,2,10,1,5,265,0,46,107,0.43,14,46,0.304,7,10,0.7,10,44,64,28,12,10,13,7,113,64.0,113.0,0,0.5362318840579711,2.0,2024-25,2025-02-20 00:00:00,22400792
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,11,1,5,265,0,41,103,0.398,19,48,0.396,10,12,0.833,11,42,64,24,12,6,15,6,111,64.0,111.0,0,0.4961832061068702,-2.0,2024-25,2025-02-20 00:00:00,22400792
Chicago,Bulls,1610612741,0,1,0,1,0,0,2,9,1,5,240,0,37,86,0.43,9,41,0.22,27,30,0.9,10,27,46,23,27,9,18,7,110,46.0,110.0,0,0.5128205128205128,-18.0,2024-25,2025-02-12 00:00:00,22400775
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,1,9,1,5,240,0,45,88,0.511,10,25,0.4,28,35,0.8,12,35,56,30,22,8,17,6,128,56.0,128.0,0,0.6097560975609756,18.0,2024-25,2025-02-12 00:00:00,22400775
Chicago,Bulls,1610612741,0,1,0,1,0,0,2,13,1,5,240,0,35,100,0.35,10,47,0.213,12,19,0.632,14,30,57,22,10,9,16,2,92,57.0,92.0,0,0.4596774193548387,-40.0,2024-25,2025-02-11 00:00:00,22400766
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,1,6,1,5,240,0,51,96,0.531,18,41,0.439,12,13,0.923,8,47,61,30,19,10,15,8,132,61.0,132.0,0,0.6090225563909775,40.0,2024-25,2025-02-11 00:00:00,22400766
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,14,1,5,240,0,35,79,0.443,17,39,0.436,24,31,0.774,6,25,45,24,19,8,17,4,111,45.0,111.0,0,0.5175438596491229,-21.0,2024-25,2025-02-08 00:00:00,22400745
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,1,11,1,5,240,0,45,90,0.5,19,48,0.396,23,27,0.852,16,28,55,34,23,8,15,7,132,55.0,132.0,0,0.6422764227642277,21.0,2024-25,2025-02-08 00:00:00,22400745
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,9,1,5,240,0,42,98,0.429,20,47,0.426,23,28,0.821,23,36,68,27,15,6,11,8,127,68.0,127.0,0,0.6106194690265486,19.0,2024-25,2025-02-05 00:00:00,22400723
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,8,1,5,240,0,40,83,0.482,12,36,0.333,16,22,0.727,6,28,42,25,22,9,11,5,108,42.0,108.0,0,0.5752212389380531,-19.0,2024-25,2025-02-05 00:00:00,22400723
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,6,1,5,240,0,48,91,0.527,19,41,0.463,18,22,0.818,7,36,49,35,18,4,10,3,133,49.0,133.0,0,0.6434108527131783,9.0,2024-25,2025-02-04 00:00:00,22400714
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,6,1,5,240,0,43,90,0.478,17,44,0.386,21,26,0.808,11,33,50,29,17,4,14,3,124,50.0,124.0,0,0.5901639344262295,-9.0,2024-25,2025-02-04 00:00:00,22400714
Detroit,Pistons,1610612765,1,0,1,0,0,0,0,6,1,5,240,0,54,99,0.545,10,30,0.333,9,13,0.692,8,34,48,38,18,14,11,5,127,48.0,127.0,0,0.6571428571428571,8.0,2024-25,2025-02-02 00:00:00,22400695
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,7,1,5,240,0,41,89,0.461,19,52,0.365,18,20,0.9,11,33,51,28,11,7,20,4,119,51.0,119.0,0,0.5476190476190477,-8.0,2024-25,2025-02-02 00:00:00,22400695
Toronto,Raptors,1610612761,0,1,0,1,0,0,0,10,1,5,240,0,39,92,0.424,10,30,0.333,18,27,0.667,7,37,54,27,13,6,7,8,106,54.0,106.0,0,0.5546218487394958,-16.0,2024-25,2025-01-31 00:00:00,22400682
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,3,1,5,240,0,45,89,0.506,18,40,0.45,14,17,0.824,9,43,55,34,18,4,11,9,122,55.0,122.0,0,0.632,16.0,2024-25,2025-01-31 00:00:00,22400682
